,d1,d2,d3,d4,d5,ruangan
983,-63.0,-54.0,-90,-53.0,-74.0,306
984,-59.0,-52.0,-45.0,-57.0,-75.0,306
985,-62.0,-53.0,-41.0,-61.0,-78.0,306
986,-63.0,-48.0,-90,-59.0,-73.0,306
987,-90, -55,-90,-90, -59,306
988,-72.0,-63.0,-90,-45.0,-57.0,306
989,-75.0,-66.0,-57.0,-48.0,-59.0,306
990,-75.0,-69.0,-59.0,-52.0,-63.0,306
991,-71.0,-60.0,-58.0,-50.0,-60.0,306
992,-70.0,-65.0,-50.0,-49.0,-62.0,306
993,-77.0,-64.0,-49.0,-46.0,-55.0,306
994,-74.0,-62.0,-54.0,-45.0,-63.0,306
995,-75.0,-66.0,-57.0,-47.0,-58.0,306
996,-72.0,-64.0,-60.0,-42.0,-65.0,306
997,-74.0,-65.0,-59.0,-41.0,-66.0,306
998,-74.0,-78.0,-59.0,-50.0,-63.0,306
999,-70.0,-69.0,-61.0,-45.0,-60.0,306
1000,-67.0,-62.0,-53.0,-46.0,-62.0,306
1001,-66.0,-60.0,-52.0,-39.0,-65.0,306
1002,-68.0,-59.0,-48.0,-44.0,-64.0,306
1003,-76.0,-61.0,-51.0,-41.0,-59.0,306
1004,-65.0,-59.0,-59.0,-46.0,-64.0,306
1005,-73.0,-60.0,-53.0,-48.0,-60.0,306
1006,-68.0,-64.0,-63.0,-48.0,-66.0,306
1007, -66, -55, -54, -48, -61,306
1008,-77.0,-61.0,-61.0,-36.0,-59.0,306
1009,-78.0,-66.0,-52.0,-48.0,-64.0,306
1010,-73.0,-62.0,-56.0,-52.0,-63.0,306
1011,-67.0,-65.0,-49.0,-49.0,-61.0,306
1012,-71.0,-60.0,-49.0,-51.0,-67.0,306
1013,-72.0,-60.0,-50.0,-45.0,-65.0,306
1014,-73.0,-63.0,-56.0,-45.0,-63.0,306
1015,-66.0,-69.0,-64.0,-48.0,-67.0,306
1016,-71.0,-59.0,-56.0,-46.0,-62.0,306
1017,-66.0,-61.0,-75.0,-48.0,-65.0,306
1018,-62.0,-56.0,-70.0,-37.0,-67.0,306
1019,-75.0,-66.0,-59.0,-45.0,-63.0,306
1020,-78.0,-62.0,-57.0,-37.0,-55.0,306
1021,-66.0,-59.0,-55.0,-40.0,-60.0,306
1022,-66.0,-59.0,-55.0,-37.0,-56.0,306
1023,-65.0,-55.0,-57.0,-45.0,-63.0,306
1024,-66.0,-64.0,-55.0,-43.0,-65.0,306
1025,-67.0,-64.0,-52.0,-45.0,-64.0,306
1026,-70.0,-61.0,-56.0,-50.0,-58.0,306
1027,-69.0,-61.0,-52.0,-50.0,-63.0,306
1028,-66.0,-61.0,-60.0,-53.0,-58.0,306
1029,-68.0,-48.0,-56.0,-41.0,-53.0,306
1030,-68.0,-50.0,-53.0,-42.0,-61.0,306
1031,-68.0,-55.0,-48.0,-37.0,-62.0,306
1032,-71.0,-59.0,-59.0,-44.0,-62.0,306
1033,-70.0,-61.0,-57.0,-36.0,-59.0,306
1034,-75.0,-62.0,-52.0,-36.0,-69.0,306
1035,-64.0,-64.0,-46.0,-34.0,-67.0,306
1036,-90,-59.0,-45.0,-37.0,-66.0,306
1037,-75.0,-64.0,-57.0,-46.0,-60.0,306
1038,-71.0,-59.0,-53.0,-43.0,-63.0,306
1039,-72.0,-60.0,-62.0,-34.0,-56.0,306
1040,-77.0,-64.0,-57.0,-46.0,-60.0,306
1041,-70.0,-63.0,-52.0,-45.0,-65.0,306
1042,-71.0,-65.0,-48.0,-51.0,-54.0,306
1043,-64.0,-61.0,-57.0,-47.0,-58.0,306
1044,-69.0,-63.0,-59.0,-52.0,-64.0,306
1045,-76.0,-59.0,-56.0,-56.0,-57.0,306
1046,-66.0,-57.0,-54.0,-49.0,-53.0,306
1047,-73.0,-58.0,-52.0,-50.0,-59.0,306
1048,-77.0,-59.0,-57.0,-47.0,-60.0,306
1049,-70.0,-60.0,-56.0,-48.0,-60.0,306
1050,-69.0,-55.0,-48.0,-44.0,-63.0,306
1051,-81.0,-57.0,-54.0,-46.0,-71.0,306
1052,-84.0,-59.0,-53.0,-48.0,-61.0,306
1053,-74.0,-60.0,-62.0,-40.0,-57.0,306
1054,-66.0,-62.0,-50.0,-45.0,-68.0,306
1055,-67.0,-63.0,-50.0,-40.0,-68.0,306
1056,-68.0,-59.0,-50.0,-44.0,-70.0,306
1057,-71.0,-61.0,-58.0,-38.0,-65.0,306
1058,-77.0,-60.0,-63.0,-41.0,-58.0,306
1059,-73.0,-66.0,-60.0,-39.0,-54.0,306
1060,-74.0,-61.0,-58.0,-43.0,-56.0,306
1061,-78.0,-67.0,-65.0,-37.0,-61.0,306
1062,-76.0,-63.0,-62.0,-46.0,-53.0,306
1063,-70.0,-66.0,-63.0,-40.0,-59.0,306
1064,-74.0,-64.0,-62.0,-33.0,-67.0,306
1065,-74.0,-67.0,-59.0,-30.0,-57.0,306
1066,-90,-63.0,-90,-28.0,-58.0,306
1067,-74.0,-73.0,-63.0,-27.0,-54.0,306
1068,-90,-67.0,-61.0,-90,-56.0,306
1069,-90,-63.0,-62.0,-37.0,-58.0,306
1070,-78.0,-62.0,-90,-90,-53.0,306
1071,-73.0,-63.0,-62.0,-90,-53.0,306
1072,-72.0,-62.0,-90,-41.0,-61.0,306
1073,-74.0,-63.0,-65.0,-41.0,-53.0,306
1074,-90,-62.0,-90,-40.0,-56.0,306
1075,-90,-67.0,-70.0,-90,-53.0,306
1076,-75.0,-70.0,-63.0,-48.0,-52.0,306
1077,-70.0,-71.0,-68.0,-44.0,-61.0,306
1078,-72.0,-78.0,-66.0,-46.0,-53.0,306
1079,-73.0,-67.0,-65.0,-90,-54.0,306
1080,-90,-63.0,-90,-41.0,-49.0,306
1081,-90,-65.0,-64.0,-37.0,-52.0,306
1082,-90,-63.0,-59.0,-32.0,-53.0,306
1083,-90,-69.0,-57.0,-30.0,-53.0,306
1084,-72.0,-63.0,-90,-38.0,-51.0,306
1085,-76.0,-63.0,-70.0,-47.0,-59.0,306
1086,-90,-64.0,-67.0,-39.0,-57.0,306
1087,-68.0,-64.0,-66.0,-35.0,-57.0,306
1088,-79.0,-65.0,-67.0,-28.0,-55.0,306
1089,-90,-70.0,-69.0,-37.0,-53.0,306
1090,-90,-59.0,-58.0,-39.0,-56.0,306
1091,-69.0,-53.0,-56.0,-42.0,-59.0,306
1092,-90,-65.0,-59.0,-29.0,-60.0,306
1093,-75.0,-75.0,-71.0,-41.0,-62.0,306
1094,-74.0,-71.0,-65.0,-33.0,-55.0,306
1095,-76.0,-72.0,-64.0,-36.0,-62.0,306
1096,-90,-72.0,-67.0,-39.0,-48.0,306
1097,-73.0,-69.0,-66.0,-42.0,-51.0,306
1098,-75.0,-70.0,-71.0,-43.0,-55.0,306
1099,-79.0,-69.0,-63.0,-45.0,-52.0,306
1100,-72.0,-69.0,-67.0,-53.0,-55.0,306
1101,-75.0,-74.0,-64.0,-42.0,-54.0,306
1102,-77.0,-70.0,-67.0,-43.0,-55.0,306
1103,-77.0,-55.0,-64.0,-39.0,-53.0,306
1104,-73.0,-53.0,-68.0,-49.0,-52.0,306
1105,-90,-69.0,-71.0,-48.0,-54.0,306
1106,-90,-67.0,-62.0,-46.0,-54.0,306
1107,-79.0,-70.0,-90,-48.0,-51.0,306
1108,-72.0,-57.0,-63.0,-48.0,-45.0,306
1109,-73.0,-66.0,-63.0,-48.0,-45.0,306
1110,-73.0,-68.0,-66.0,-38.0,-49.0,306
1111,-76.0,-57.0,-65.0,-36.0,-48.0,306
1112,-90,-59.0,-59.0,-37.0,-50.0,306
1113,-75.0,-65.0,-58.0,-32.0,-56.0,306
1114,-71.0,-64.0,-59.0,-33.0,-56.0,306
1115,-72.0,-67.0,-62.0,-30.0,-65.0,306
1116,-75.0,-63.0,-59.0,-39.0,-56.0,306
1117,-72.0,-63.0,-66.0,-39.0,-54.0,306
1118,-72.0,-64.0,-59.0,-40.0,-59.0,306
1119,-90,-66.0,-64.0,-35.0,-58.0,306
1120,-78.0,-70.0,-68.0,-32.0,-58.0,306
1121,-74.0,-67.0,-66.0,-33.0,-57.0,306
1122,-76.0,-57.0,-60.0,-29.0,-51.0,306
1123,-73.0,-55.0,-65.0,-32.0,-49.0,306
1124,-90,-62.0,-67.0,-29.0,-48.0,306
1125,-73.0,-62.0,-64.0,-29.0,-55.0,306
1126,-70.0,-54.0,-68.0,-46.0,-49.0,306
1127,-90,-66.0,-69.0,-35.0,-54.0,306
1128,-73.0,-68.0,-65.0,-44.0,-52.0,306
1129,-90,-58.0,-62.0,-36.0,-60.0,306
1130,-70.0,-56.0,-66.0,-38.0,-54.0,306
1131,-79.0,-57.0,-72.0,-40.0,-47.0,306
1132,-78.0,-61.0,-90,-41.0,-45.0,306
1133,-53.0,-50.0,-66.0,-62.0,-74.0,306
1134,-43.0,-47.0,-66.0,-64.0,-77.0,306
1135,-90,-57.0,-90,-90,-79.0,306
1136,-46.0,-55.0,-72.0,-66.0,-80.0,306
1137,-48.0,-55.0,-76.0,-64.0,-80.0,306
1138,-40.0,-57.0,-62.0,-59.0,-74.0,306
1139,-40.0,-49.0,-62.0,-62.0,-80.0,306
1140,-41.0,-51.0,-66.0,-63.0,-74.0,306
1141,-40.0,-69.0,-69.0,-63.0,-80.0,306
1142,-43.0,-46.0,-69.0,-54.0,-83.0,306
1143,-49.0,-53.0,-63.0,-64.0,-78.0,306
1144, -37, -43, -62, -56, -82,306
1145,-42.0,-40.0,-66.0,-60.0,-81.0,306
1146,-45.0,-37.0,-62.0,-54.0,-75.0,306
1147, -43, -49, -66, -71, -79,306
1148,-50.0,-48.0,-60.0,-68.0,-81.0,306
1149,-43.0,-55.0,-72.0,-69.0,-78.0,306
1150,-44.0,-56.0,-64.0,-68.0,-78.0,306
1151,-45.0,-51.0,-63.0,-66.0,-76.0,306
1152,-90,-51.0,-90,-61.0,-77.0,306
1153,-49.0,-54.0,-65.0,-59.0,-80.0,306
1154,-48.0,-52.0,-66.0,-58.0,-78.0,306
1155,-55.0,-54.0,-66.0,-68.0,-86.0,306
1156,-44.0,-65.0,-70.0,-71.0,-76.0,306
1157,-49.0,-54.0,-64.0,-54.0,-72.0,306
1158,-54.0,-64.0,-66.0,-61.0,-79.0,306
1159,-48.0,-62.0,-65.0,-55.0,-74.0,306
1160,-46.0,-50.0,-63.0,-58.0,-76.0,306
1161,-41.0,-53.0,-60.0,-60.0,-77.0,306
1162,-49.0,-46.0,-90,-64.0,-78.0,306
1163,-50.0,-46.0,-57.0,-52.0,-74.0,306
1164,-61.0,-53.0,-57.0,-50.0,-73.0,306
1165,-54.0,-46.0,-54.0,-55.0,-74.0,306
1166, -56, -44, -55, -55, -69,306
1167, -52, -52, -69, -75, -80,306
1168,-54.0,-47.0,-64.0,-63.0,-78.0,306
1169, -50, -44, -54, -62, -74,306
1170,-51.0,-41.0,-55.0,-63.0,-80.0,306
1171,-51.0,-47.0,-58.0,-62.0,-77.0,306
1172,-55.0,-50.0,-58.0,-67.0,-74.0,306
1173,-52.0,-48.0,-71.0,-62.0,-69.0,306
1174,-59.0,-48.0,-65.0,-55.0,-80.0,306
1175,-58.0,-57.0,-66.0,-63.0,-77.0,306
1176,-52.0,-51.0,-64.0,-59.0,-90,306
1177,-55.0,-57.0,-90,-61.0,-77.0,306
1178,-90,-58.0,-62.0,-75.0,-74.0,306
1179,-52.0,-59.0,-67.0,-67.0,-79.0,306
1180,-90,-49.0,-90,-67.0,-80.0,306
1181,-90,-54.0,-67.0,-66.0,-80.0,306
1182,-50.0,-54.0,-69.0,-61.0,-80.0,306
1183,-49.0,-58.0,-69.0,-64.0,-73.0,306
1184,-90,-54.0,-64.0,-65.0,-76.0,306
1185,-46.0,-56.0,-62.0,-68.0,-79.0,306
1186,-44.0,-50.0,-65.0,-66.0,-78.0,306
1187,-55.0,-50.0,-60.0,-62.0,-76.0,306
1188,-60.0,-43.0,-62.0,-53.0,-75.0,306
1189,-57.0,-56.0,-90,-69.0,-80.0,306
1190,-48.0,-53.0,-69.0,-72.0,-80.0,306
1191,-51.0,-52.0,-59.0,-73.0,-78.0,306
1192,-51.0,-53.0,-62.0,-69.0,-78.0,306
1193,-49.0,-49.0,-62.0,-76.0,-84.0,306
1194,-90,-55.0,-90,-90,-79.0,306
1195,-52.0,-60.0,-64.0,-71.0,-76.0,306
1196,-50.0,-54.0,-60.0,-72.0,-84.0,306
1197,-55.0,-58.0,-61.0,-67.0,-77.0,306
1198,-59.0,-59.0,-90,-90,-78.0,306
1199,-51.0,-55.0,-53.0,-90,-73.0,306
1200,-51.0,-53.0,-90,-65.0,-76.0,306
1201,-90,-49.0,-90,-64.0,-76.0,306
1202,-54.0,-45.0,-68.0,-90,-78.0,306
